Folder Name,File Name,Complete Path
COVID-19,COVID-19 (1197).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1197).jpg
COVID-19,COVID-19 (1274).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1274).jpg
COVID-19,COVID-19 (630).jpg,CuratedDB_train_test/COVID-19/COVID-19 (630).jpg
COVID-19,COVID-19 (1000).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1000).jpg
COVID-19,COVID-19 (634).jpg,CuratedDB_train_test/COVID-19/COVID-19 (634).jpg
COVID-19,COVID-19 (353).jpg,CuratedDB_train_test/COVID-19/COVID-19 (353).jpg
COVID-19,COVID-19 (183).jpg,CuratedDB_train_test/COVID-19/COVID-19 (183).jpg
COVID-19,COVID-19 (559).jpg,CuratedDB_train_test/COVID-19/COVID-19 (559).jpg
COVID-19,COVID-19 (22).jpg,CuratedDB_train_test/COVID-19/COVID-19 (22).jpg
COVID-19,COVID-19 (398).jpg,CuratedDB_train_test/COVID-19/COVID-19 (398).jpg
COVID-19,COVID-19 (945).jpg,CuratedDB_train_test/COVID-19/COVID-19 (945).jpg
COVID-19,COVID-19 (53).jpg,CuratedDB_train_test/COVID-19/COVID-19 (53).jpg
COVID-19,COVID-19 (608).jpg,CuratedDB_train_test/COVID-19/COVID-19 (608).jpg
COVID-19,COVID-19 (323).jpg,CuratedDB_train_test/COVID-19/COVID-19 (323).jpg
COVID-19,COVID-19 (1002).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1002).jpg
COVID-19,COVID-19 (870).jpg,CuratedDB_train_test/COVID-19/COVID-19 (870).jpg
COVID-19,COVID-19 (737).jpg,CuratedDB_train_test/COVID-19/COVID-19 (737).jpg
COVID-19,COVID-19 (197).jpg,CuratedDB_train_test/COVID-19/COVID-19 (197).jpg
COVID-19,COVID-19 (807).jpg,CuratedDB_train_test/COVID-19/COVID-19 (807).jpg
COVID-19,COVID-19 (1269).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1269).jpg
COVID-19,COVID-19 (34).jpg,CuratedDB_train_test/COVID-19/COVID-19 (34).jpg
COVID-19,COVID-19 (881).jpg,CuratedDB_train_test/COVID-19/COVID-19 (881).jpg
COVID-19,COVID-19 (1157).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1157).jpg
COVID-19,COVID-19 (844).jpg,CuratedDB_train_test/COVID-19/COVID-19 (844).jpg
COVID-19,COVID-19 (210).jpg,CuratedDB_train_test/COVID-19/COVID-19 (210).jpg
COVID-19,COVID-19 (138).jpg,CuratedDB_train_test/COVID-19/COVID-19 (138).jpg
COVID-19,COVID-19 (781).jpg,CuratedDB_train_test/COVID-19/COVID-19 (781).jpg
COVID-19,COVID-19 (593).jpg,CuratedDB_train_test/COVID-19/COVID-19 (593).jpg
COVID-19,COVID-19 (635).jpg,CuratedDB_train_test/COVID-19/COVID-19 (635).jpg
COVID-19,COVID-19 (435).jpg,CuratedDB_train_test/COVID-19/COVID-19 (435).jpg
COVID-19,COVID-19 (1180).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1180).jpg
COVID-19,COVID-19 (964).jpg,CuratedDB_train_test/COVID-19/COVID-19 (964).jpg
COVID-19,COVID-19 (1275).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1275).jpg
COVID-19,COVID-19 (366).jpg,CuratedDB_train_test/COVID-19/COVID-19 (366).jpg
COVID-19,COVID-19 (1031).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1031).jpg
COVID-19,COVID-19 (373).jpg,CuratedDB_train_test/COVID-19/COVID-19 (373).jpg
COVID-19,COVID-19 (496).jpg,CuratedDB_train_test/COVID-19/COVID-19 (496).jpg
COVID-19,COVID-19 (622).jpg,CuratedDB_train_test/COVID-19/COVID-19 (622).jpg
COVID-19,COVID-19 (568).jpg,CuratedDB_train_test/COVID-19/COVID-19 (568).jpg
COVID-19,COVID-19 (388).jpg,CuratedDB_train_test/COVID-19/COVID-19 (388).jpg
COVID-19,COVID-19 (192).jpg,CuratedDB_train_test/COVID-19/COVID-19 (192).jpg
COVID-19,COVID-19 (504).jpg,CuratedDB_train_test/COVID-19/COVID-19 (504).jpg
COVID-19,COVID-19 (599).jpg,CuratedDB_train_test/COVID-19/COVID-19 (599).jpg
COVID-19,COVID-19 (776).jpg,CuratedDB_train_test/COVID-19/COVID-19 (776).jpg
COVID-19,COVID-19 (284).jpg,CuratedDB_train_test/COVID-19/COVID-19 (284).jpg
COVID-19,COVID-19 (489).jpg,CuratedDB_train_test/COVID-19/COVID-19 (489).jpg
COVID-19,COVID-19 (453).jpg,CuratedDB_train_test/COVID-19/COVID-19 (453).jpg
COVID-19,COVID-19 (529).jpg,CuratedDB_train_test/COVID-19/COVID-19 (529).jpg
COVID-19,COVID-19 (1042).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1042).jpg
COVID-19,COVID-19 (1192).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1192).jpg
COVID-19,COVID-19 (12).jpg,CuratedDB_train_test/COVID-19/COVID-19 (12).jpg
COVID-19,COVID-19 (178).jpg,CuratedDB_train_test/COVID-19/COVID-19 (178).jpg
COVID-19,COVID-19 (523).jpg,CuratedDB_train_test/COVID-19/COVID-19 (523).jpg
COVID-19,COVID-19 (1128).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1128).jpg
COVID-19,COVID-19 (682).jpg,CuratedDB_train_test/COVID-19/COVID-19 (682).jpg
COVID-19,COVID-19 (642).jpg,CuratedDB_train_test/COVID-19/COVID-19 (642).jpg
COVID-19,COVID-19 (38).jpg,CuratedDB_train_test/COVID-19/COVID-19 (38).jpg
COVID-19,COVID-19 (791).jpg,CuratedDB_train_test/COVID-19/COVID-19 (791).jpg
COVID-19,COVID-19 (1067).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1067).jpg
COVID-19,COVID-19 (516).jpg,CuratedDB_train_test/COVID-19/COVID-19 (516).jpg
COVID-19,COVID-19 (159).jpg,CuratedDB_train_test/COVID-19/COVID-19 (159).jpg
COVID-19,COVID-19 (786).jpg,CuratedDB_train_test/COVID-19/COVID-19 (786).jpg
COVID-19,COVID-19 (137).jpg,CuratedDB_train_test/COVID-19/COVID-19 (137).jpg
COVID-19,COVID-19 (1116).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1116).jpg
COVID-19,COVID-19 (722).jpg,CuratedDB_train_test/COVID-19/COVID-19 (722).jpg
COVID-19,COVID-19 (389).jpg,CuratedDB_train_test/COVID-19/COVID-19 (389).jpg
COVID-19,COVID-19 (830).jpg,CuratedDB_train_test/COVID-19/COVID-19 (830).jpg
COVID-19,COVID-19 (251).jpg,CuratedDB_train_test/COVID-19/COVID-19 (251).jpg
COVID-19,COVID-19 (621).jpg,CuratedDB_train_test/COVID-19/COVID-19 (621).jpg
COVID-19,COVID-19 (916).jpg,CuratedDB_train_test/COVID-19/COVID-19 (916).jpg
COVID-19,COVID-19 (92).jpg,CuratedDB_train_test/COVID-19/COVID-19 (92).jpg
COVID-19,COVID-19 (889).jpg,CuratedDB_train_test/COVID-19/COVID-19 (889).jpg
COVID-19,COVID-19 (181).jpg,CuratedDB_train_test/COVID-19/COVID-19 (181).jpg
COVID-19,COVID-19 (382).jpg,CuratedDB_train_test/COVID-19/COVID-19 (382).jpg
COVID-19,COVID-19 (1076).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1076).jpg
COVID-19,COVID-19 (393).jpg,CuratedDB_train_test/COVID-19/COVID-19 (393).jpg
COVID-19,COVID-19 (144).jpg,CuratedDB_train_test/COVID-19/COVID-19 (144).jpg
COVID-19,COVID-19 (1071).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1071).jpg
COVID-19,COVID-19 (111).jpg,CuratedDB_train_test/COVID-19/COVID-19 (111).jpg
COVID-19,COVID-19 (47).jpg,CuratedDB_train_test/COVID-19/COVID-19 (47).jpg
COVID-19,COVID-19 (522).jpg,CuratedDB_train_test/COVID-19/COVID-19 (522).jpg
COVID-19,COVID-19 (665).jpg,CuratedDB_train_test/COVID-19/COVID-19 (665).jpg
COVID-19,COVID-19 (994).jpg,CuratedDB_train_test/COVID-19/COVID-19 (994).jpg
COVID-19,COVID-19 (1221).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1221).jpg
COVID-19,COVID-19 (1045).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1045).jpg
COVID-19,COVID-19 (701).jpg,CuratedDB_train_test/COVID-19/COVID-19 (701).jpg
COVID-19,COVID-19 (302).jpg,CuratedDB_train_test/COVID-19/COVID-19 (302).jpg
COVID-19,COVID-19 (448).jpg,CuratedDB_train_test/COVID-19/COVID-19 (448).jpg
COVID-19,COVID-19 (789).jpg,CuratedDB_train_test/COVID-19/COVID-19 (789).jpg
COVID-19,COVID-19 (1093).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1093).jpg
COVID-19,COVID-19 (1065).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1065).jpg
COVID-19,COVID-19 (1022).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1022).jpg
COVID-19,COVID-19 (567).jpg,CuratedDB_train_test/COVID-19/COVID-19 (567).jpg
COVID-19,COVID-19 (364).jpg,CuratedDB_train_test/COVID-19/COVID-19 (364).jpg
COVID-19,COVID-19 (233).jpg,CuratedDB_train_test/COVID-19/COVID-19 (233).jpg
COVID-19,COVID-19 (1075).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1075).jpg
COVID-19,COVID-19 (674).jpg,CuratedDB_train_test/COVID-19/COVID-19 (674).jpg
COVID-19,COVID-19 (497).jpg,CuratedDB_train_test/COVID-19/COVID-19 (497).jpg
COVID-19,COVID-19 (229).jpg,CuratedDB_train_test/COVID-19/COVID-19 (229).jpg
COVID-19,COVID-19 (357).jpg,CuratedDB_train_test/COVID-19/COVID-19 (357).jpg
COVID-19,COVID-19 (61).jpg,CuratedDB_train_test/COVID-19/COVID-19 (61).jpg
COVID-19,COVID-19 (856).jpg,CuratedDB_train_test/COVID-19/COVID-19 (856).jpg
COVID-19,COVID-19 (375).jpg,CuratedDB_train_test/COVID-19/COVID-19 (375).jpg
COVID-19,COVID-19 (1106).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1106).jpg
COVID-19,COVID-19 (431).jpg,CuratedDB_train_test/COVID-19/COVID-19 (431).jpg
COVID-19,COVID-19 (150).jpg,CuratedDB_train_test/COVID-19/COVID-19 (150).jpg
COVID-19,COVID-19 (612).jpg,CuratedDB_train_test/COVID-19/COVID-19 (612).jpg
COVID-19,COVID-19 (1258).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1258).jpg
COVID-19,COVID-19 (947).jpg,CuratedDB_train_test/COVID-19/COVID-19 (947).jpg
COVID-19,COVID-19 (1178).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1178).jpg
COVID-19,COVID-19 (98).jpg,CuratedDB_train_test/COVID-19/COVID-19 (98).jpg
COVID-19,COVID-19 (588).jpg,CuratedDB_train_test/COVID-19/COVID-19 (588).jpg
COVID-19,COVID-19 (1205).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1205).jpg
COVID-19,COVID-19 (315).jpg,CuratedDB_train_test/COVID-19/COVID-19 (315).jpg
COVID-19,COVID-19 (750).jpg,CuratedDB_train_test/COVID-19/COVID-19 (750).jpg
COVID-19,COVID-19 (58).jpg,CuratedDB_train_test/COVID-19/COVID-19 (58).jpg
COVID-19,COVID-19 (195).jpg,CuratedDB_train_test/COVID-19/COVID-19 (195).jpg
COVID-19,COVID-19 (438).jpg,CuratedDB_train_test/COVID-19/COVID-19 (438).jpg
COVID-19,COVID-19 (963).jpg,CuratedDB_train_test/COVID-19/COVID-19 (963).jpg
COVID-19,COVID-19 (618).jpg,CuratedDB_train_test/COVID-19/COVID-19 (618).jpg
COVID-19,COVID-19 (263).jpg,CuratedDB_train_test/COVID-19/COVID-19 (263).jpg
COVID-19,COVID-19 (4).jpg,CuratedDB_train_test/COVID-19/COVID-19 (4).jpg
COVID-19,COVID-19 (1245).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1245).jpg
COVID-19,COVID-19 (809).jpg,CuratedDB_train_test/COVID-19/COVID-19 (809).jpg
COVID-19,COVID-19 (1224).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1224).jpg
COVID-19,COVID-19 (1156).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1156).jpg
COVID-19,COVID-19 (20).jpg,CuratedDB_train_test/COVID-19/COVID-19 (20).jpg
COVID-19,COVID-19 (713).jpg,CuratedDB_train_test/COVID-19/COVID-19 (713).jpg
COVID-19,COVID-19 (1081).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1081).jpg
COVID-19,COVID-19 (760).jpg,CuratedDB_train_test/COVID-19/COVID-19 (760).jpg
COVID-19,COVID-19 (518).jpg,CuratedDB_train_test/COVID-19/COVID-19 (518).jpg
COVID-19,COVID-19 (86).jpg,CuratedDB_train_test/COVID-19/COVID-19 (86).jpg
COVID-19,COVID-19 (572).jpg,CuratedDB_train_test/COVID-19/COVID-19 (572).jpg
COVID-19,COVID-19 (14).jpg,CuratedDB_train_test/COVID-19/COVID-19 (14).jpg
COVID-19,COVID-19 (312).jpg,CuratedDB_train_test/COVID-19/COVID-19 (312).jpg
COVID-19,COVID-19 (156).jpg,CuratedDB_train_test/COVID-19/COVID-19 (156).jpg
COVID-19,COVID-19 (1208).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1208).jpg
COVID-19,COVID-19 (892).jpg,CuratedDB_train_test/COVID-19/COVID-19 (892).jpg
COVID-19,COVID-19 (924).jpg,CuratedDB_train_test/COVID-19/COVID-19 (924).jpg
COVID-19,COVID-19 (603).jpg,CuratedDB_train_test/COVID-19/COVID-19 (603).jpg
COVID-19,COVID-19 (513).jpg,CuratedDB_train_test/COVID-19/COVID-19 (513).jpg
COVID-19,COVID-19 (617).jpg,CuratedDB_train_test/COVID-19/COVID-19 (617).jpg
COVID-19,COVID-19 (950).jpg,CuratedDB_train_test/COVID-19/COVID-19 (950).jpg
COVID-19,COVID-19 (498).jpg,CuratedDB_train_test/COVID-19/COVID-19 (498).jpg
COVID-19,COVID-19 (591).jpg,CuratedDB_train_test/COVID-19/COVID-19 (591).jpg
COVID-19,COVID-19 (724).jpg,CuratedDB_train_test/COVID-19/COVID-19 (724).jpg
COVID-19,COVID-19 (645).jpg,CuratedDB_train_test/COVID-19/COVID-19 (645).jpg
COVID-19,COVID-19 (931).jpg,CuratedDB_train_test/COVID-19/COVID-19 (931).jpg
COVID-19,COVID-19 (298).jpg,CuratedDB_train_test/COVID-19/COVID-19 (298).jpg
COVID-19,COVID-19 (605).jpg,CuratedDB_train_test/COVID-19/COVID-19 (605).jpg
COVID-19,COVID-19 (433).jpg,CuratedDB_train_test/COVID-19/COVID-19 (433).jpg
COVID-19,COVID-19 (501).jpg,CuratedDB_train_test/COVID-19/COVID-19 (501).jpg
COVID-19,COVID-19 (1278).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1278).jpg
COVID-19,COVID-19 (285).jpg,CuratedDB_train_test/COVID-19/COVID-19 (285).jpg
COVID-19,COVID-19 (726).jpg,CuratedDB_train_test/COVID-19/COVID-19 (726).jpg
COVID-19,COVID-19 (560).jpg,CuratedDB_train_test/COVID-19/COVID-19 (560).jpg
COVID-19,COVID-19 (451).jpg,CuratedDB_train_test/COVID-19/COVID-19 (451).jpg
COVID-19,COVID-19 (106).jpg,CuratedDB_train_test/COVID-19/COVID-19 (106).jpg
COVID-19,COVID-19 (821).jpg,CuratedDB_train_test/COVID-19/COVID-19 (821).jpg
COVID-19,COVID-19 (1023).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1023).jpg
COVID-19,COVID-19 (662).jpg,CuratedDB_train_test/COVID-19/COVID-19 (662).jpg
COVID-19,COVID-19 (97).jpg,CuratedDB_train_test/COVID-19/COVID-19 (97).jpg
COVID-19,COVID-19 (607).jpg,CuratedDB_train_test/COVID-19/COVID-19 (607).jpg
COVID-19,COVID-19 (425).jpg,CuratedDB_train_test/COVID-19/COVID-19 (425).jpg
COVID-19,COVID-19 (222).jpg,CuratedDB_train_test/COVID-19/COVID-19 (222).jpg
COVID-19,COVID-19 (186).jpg,CuratedDB_train_test/COVID-19/COVID-19 (186).jpg
COVID-19,COVID-19 (548).jpg,CuratedDB_train_test/COVID-19/COVID-19 (548).jpg
COVID-19,COVID-19 (915).jpg,CuratedDB_train_test/COVID-19/COVID-19 (915).jpg
COVID-19,COVID-19 (100).jpg,CuratedDB_train_test/COVID-19/COVID-19 (100).jpg
COVID-19,COVID-19 (1068).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1068).jpg
COVID-19,COVID-19 (1102).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1102).jpg
COVID-19,COVID-19 (564).jpg,CuratedDB_train_test/COVID-19/COVID-19 (564).jpg
COVID-19,COVID-19 (89).jpg,CuratedDB_train_test/COVID-19/COVID-19 (89).jpg
COVID-19,COVID-19 (1185).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1185).jpg
COVID-19,COVID-19 (762).jpg,CuratedDB_train_test/COVID-19/COVID-19 (762).jpg
COVID-19,COVID-19 (273).jpg,CuratedDB_train_test/COVID-19/COVID-19 (273).jpg
COVID-19,COVID-19 (663).jpg,CuratedDB_train_test/COVID-19/COVID-19 (663).jpg
COVID-19,COVID-19 (745).jpg,CuratedDB_train_test/COVID-19/COVID-19 (745).jpg
COVID-19,COVID-19 (234).jpg,CuratedDB_train_test/COVID-19/COVID-19 (234).jpg
COVID-19,COVID-19 (472).jpg,CuratedDB_train_test/COVID-19/COVID-19 (472).jpg
COVID-19,COVID-19 (289).jpg,CuratedDB_train_test/COVID-19/COVID-19 (289).jpg
COVID-19,COVID-19 (84).jpg,CuratedDB_train_test/COVID-19/COVID-19 (84).jpg
COVID-19,COVID-19 (187).jpg,CuratedDB_train_test/COVID-19/COVID-19 (187).jpg
COVID-19,COVID-19 (72).jpg,CuratedDB_train_test/COVID-19/COVID-19 (72).jpg
COVID-19,COVID-19 (602).jpg,CuratedDB_train_test/COVID-19/COVID-19 (602).jpg
COVID-19,COVID-19 (780).jpg,CuratedDB_train_test/COVID-19/COVID-19 (780).jpg
COVID-19,COVID-19 (960).jpg,CuratedDB_train_test/COVID-19/COVID-19 (960).jpg
COVID-19,COVID-19 (659).jpg,CuratedDB_train_test/COVID-19/COVID-19 (659).jpg
COVID-19,COVID-19 (517).jpg,CuratedDB_train_test/COVID-19/COVID-19 (517).jpg
COVID-19,COVID-19 (49).jpg,CuratedDB_train_test/COVID-19/COVID-19 (49).jpg
COVID-19,COVID-19 (913).jpg,CuratedDB_train_test/COVID-19/COVID-19 (913).jpg
COVID-19,COVID-19 (532).jpg,CuratedDB_train_test/COVID-19/COVID-19 (532).jpg
COVID-19,COVID-19 (1121).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1121).jpg
COVID-19,COVID-19 (749).jpg,CuratedDB_train_test/COVID-19/COVID-19 (749).jpg
COVID-19,COVID-19 (17).jpg,CuratedDB_train_test/COVID-19/COVID-19 (17).jpg
COVID-19,COVID-19 (128).jpg,CuratedDB_train_test/COVID-19/COVID-19 (128).jpg
COVID-19,COVID-19 (481).jpg,CuratedDB_train_test/COVID-19/COVID-19 (481).jpg
COVID-19,COVID-19 (819).jpg,CuratedDB_train_test/COVID-19/COVID-19 (819).jpg
COVID-19,COVID-19 (538).jpg,CuratedDB_train_test/COVID-19/COVID-19 (538).jpg
COVID-19,COVID-19 (480).jpg,CuratedDB_train_test/COVID-19/COVID-19 (480).jpg
COVID-19,COVID-19 (1199).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1199).jpg
COVID-19,COVID-19 (1229).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1229).jpg
COVID-19,COVID-19 (208).jpg,CuratedDB_train_test/COVID-19/COVID-19 (208).jpg
COVID-19,COVID-19 (937).jpg,CuratedDB_train_test/COVID-19/COVID-19 (937).jpg
COVID-19,COVID-19 (1033).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1033).jpg
COVID-19,COVID-19 (643).jpg,CuratedDB_train_test/COVID-19/COVID-19 (643).jpg
COVID-19,COVID-19 (274).jpg,CuratedDB_train_test/COVID-19/COVID-19 (274).jpg
COVID-19,COVID-19 (385).jpg,CuratedDB_train_test/COVID-19/COVID-19 (385).jpg
COVID-19,COVID-19 (390).jpg,CuratedDB_train_test/COVID-19/COVID-19 (390).jpg
COVID-19,COVID-19 (11).jpg,CuratedDB_train_test/COVID-19/COVID-19 (11).jpg
COVID-19,COVID-19 (562).jpg,CuratedDB_train_test/COVID-19/COVID-19 (562).jpg
COVID-19,COVID-19 (938).jpg,CuratedDB_train_test/COVID-19/COVID-19 (938).jpg
COVID-19,COVID-19 (372).jpg,CuratedDB_train_test/COVID-19/COVID-19 (372).jpg
COVID-19,COVID-19 (850).jpg,CuratedDB_train_test/COVID-19/COVID-19 (850).jpg
COVID-19,COVID-19 (655).jpg,CuratedDB_train_test/COVID-19/COVID-19 (655).jpg
COVID-19,COVID-19 (808).jpg,CuratedDB_train_test/COVID-19/COVID-19 (808).jpg
COVID-19,COVID-19 (119).jpg,CuratedDB_train_test/COVID-19/COVID-19 (119).jpg
COVID-19,COVID-19 (696).jpg,CuratedDB_train_test/COVID-19/COVID-19 (696).jpg
COVID-19,COVID-19 (958).jpg,CuratedDB_train_test/COVID-19/COVID-19 (958).jpg
COVID-19,COVID-19 (1209).jpg,CuratedDB_train_test/COVID-19/COVID-19 (1209).jpg
